Fecha,dia,mes,year,Punto 1,Punto 2,Punto 3,Punto 4,Punto 5,Punto 6,Punto 7,Punto 8,Punto 9,Punto 10,Punto 11,Punto 12,Punto 13,Punto 14,Punto 15,Punto 16,Punto 17,Total
2019-11-25,25,11,2019,0,0,0,38000,0,0,0,0,999998,0,0,1500000,552536,0,0,0,0,3092589
2019-11-26,26,11,2019,0,0,0,92000,65034,0,0,0,1030000,0,0,1500000,534092,0,0,0,0,3223182
2019-11-27,27,11,2019,0,0,0,80000,83960,0,0,0,1050000,0,0,1554000,556030,0,0,0,0,3326047
2019-11-28,28,11,2019,0,0,0,20000,80000,0,70000,0,1050000,0,0,1554000,540772,0,0,0,0,3316830
2019-11-29,29,11,2019,0,0,0,20000,40000,0,30000,0,1050000,0,0,1554000,514072,0,0,0,0,3210131
2019-11-30,30,11,2019,89764,0,0,50000,50000,0,0,0,889106,0,0,1554000,574438,0,0,0,28734,3238102
2019-12-01,1,12,2019,0,0,0,84000,60000,0,76200,0,1068000,0,0,1355178,586770,0,0,0,32470,3264650
2019-12-02,2,12,2019,0,0,0,62600,80000,0,60000,0,1068000,0,0,1355178,586672,0,0,0,0,3214483
2019-12-03,3,12,2019,0,0,0,0,0,0,0,0,998000,0,0,1445178,590580,0,0,0,0,3035792
2019-12-04,4,12,2019,0,0,0,0,0,0,0,0,0,0,0,1303634,590580,0,0,0,43824,1940073
2019-12-05,5,12,2019,60818,0,0,40000,33638,0,0,0,1138000,0,0,1445178,600108,0,0,0,0,3319778
2019-12-06,6,12,2019,0,0,0,0,30000,0,60000,0,0,0,0,0,0,0,0,0,0,92037
2019-12-07,7,12,2019,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,28038
2019-12-08,8,12,2019,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,57900,64939
2019-12-09,9,12,2019,0,0,0,0,80000,0,30000,0,0,0,0,0,0,0,0,0,53710,165750
2019-12-10,10,12,2019,0,0,0,20000,20000,0,34000,0,0,0,0,0,0,0,0,36000,51656,163697
2019-12-11,11,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042
2019-12-12,12,12,2019,50000,0,12000,0,80000,0,0,0,0,0,0,0,0,0,0,0,39784,183827
2019-12-13,13,12,2019,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,34846,96890
2019-12-14,14,12,2019,0,0,0,0,30000,0,40000,0,0,0,0,0,0,0,0,0,16000,88045
2019-12-15,15,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,18046
2019-12-16,16,12,2019,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,16000,38047
2019-12-17,17,12,2019,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,30000,5992,68040
2019-12-18,18,12,2019,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,15768,67817
2019-12-19,19,12,2019,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,16000,58050
2019-12-20,20,12,2019,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,8000,16000,56051
2019-12-21,21,12,2019,0,0,0,4000,30000,0,0,0,0,0,0,0,0,0,0,0,16000,52052
2019-12-22,22,12,2019,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,20000,16000,68053
2019-12-23,23,12,2019,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,16000,78054
2019-12-24,24,12,2019,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,16000,318055
2019-12-25,25,12,2019,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,16000,38056
2019-12-26,26,12,2019,0,0,0,0,30000,0,8000,0,0,0,0,0,0,0,0,0,16000,56057
2019-12-27,27,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,18058
2019-12-28,28,12,2019,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,16000,58059
2019-12-29,29,12,2019,0,0,0,0,0,0,39904,0,0,0,0,0,0,0,0,30000,16000,87964
2019-12-30,30,12,2019,0,0,0,60000,111400,0,30000,0,0,0,0,0,0,0,0,0,16000,219461
2019-12-31,31,12,2019,0,0,0,0,40000,0,35000,0,0,0,0,0,0,0,0,0,15984,93046
2020-01-01,1,1,2020,0,0,0,0,98084,0,70000,0,0,0,0,0,0,0,0,0,16000,186106
2020-01-02,2,1,2020,0,0,0,0,0,0,50000,0,0,0,0,120000,40000,0,0,0,16000,228023
2020-01-03,3,1,2020,0,0,0,0,35400,0,0,0,0,0,0,0,0,0,0,0,16000,53424
2020-01-04,4,1,2020,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,16000,78025
2020-01-05,5,1,2020,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,12392,34418
2020-01-06,6,1,2020,0,0,0,47200,0,0,7800,0,0,0,0,78594,0,0,0,0,16000,151621
2020-01-07,7,1,2020,0,0,0,33200,25600,0,0,0,0,0,0,0,0,0,0,0,20944,81772
2020-01-08,8,1,2020,0,0,0,100400,20000,0,50000,0,0,0,0,0,0,0,0,64000,16000,252429
2020-01-09,9,1,2020,0,0,25000,0,74000,0,0,0,0,0,0,0,0,0,0,0,4886,105916
2020-01-10,10,1,2020,39006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49336,90373
2020-01-11,11,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41142,43174
2020-01-12,12,1,2020,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,27882,69915
2020-01-13,13,1,2020,0,0,0,114000,10000,0,46000,0,0,0,0,0,0,0,0,0,24982,197016
2020-01-14,14,1,2020,0,0,0,0,0,0,68000,0,0,0,0,0,80332,0,0,0,16000,166367
2020-01-15,15,1,2020,0,0,0,9914,80000,0,0,0,0,0,0,138332,0,0,0,20000,15794,266076
2020-01-16,16,1,2020,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,14998,47035
2020-01-17,17,1,2020,28030,0,0,56000,0,0,0,0,0,0,0,0,0,10000,0,0,33430,129498
2020-01-18,18,1,2020,0,0,0,0,40000,0,63998,0,0,0,0,0,0,100000,0,0,16000,222037
2020-01-19,19,1,2020,16000,0,0,0,20000,0,116000,0,0,0,0,0,0,100000,0,0,25666,279706
2020-01-20,20,1,2020,20000,0,0,67200,80000,0,0,0,0,0,0,0,0,20000,0,0,16000,205241
2020-01-21,21,1,2020,11878,0,0,148122,20000,0,9998,0,0,0,0,0,28550,10000,0,0,15362,245952
2020-01-22,22,1,2020,20000,0,0,0,0,0,40000,0,0,0,0,0,0,20000,0,0,16000,98043
2020-01-23,23,1,2020,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,24666,96710
2020-01-24,24,1,2020,22000,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,16000,100045
2020-01-25,25,1,2020,10000,0,0,120000,40000,0,0,0,0,0,0,0,0,0,0,36000,16000,224046
2020-01-26,26,1,2020,0,0,0,100000,50000,0,0,0,0,0,0,0,0,0,0,60000,16000,228047
2020-01-27,27,1,2020,20000,0,0,46000,160000,0,0,0,0,0,0,0,0,0,0,0,16000,244048
2020-01-28,28,1,2020,22000,0,0,28000,0,18000,0,0,0,0,0,0,0,0,0,0,16000,86049
2020-01-29,29,1,2020,0,0,0,0,30000,0,9998,0,0,0,0,0,0,0,0,0,19218,61266
2020-01-30,30,1,2020,0,0,0,0,20242,0,0,0,0,0,0,0,0,0,0,0,45382,67675
2020-01-31,31,1,2020,0,60000,0,0,38602,0,0,0,0,0,0,0,0,0,0,0,24348,125002
2020-02-01,1,2,2020,0,0,0,57400,8600,0,0,0,0,0,0,0,0,0,0,0,0,68023
2020-02-02,2,2,2020,19000,0,0,50400,190000,0,0,0,0,0,0,0,0,0,0,22600,0,284024
2020-02-03,3,2,2020,0,0,0,106000,120000,0,0,0,0,0,0,0,0,0,0,31500,0,259525
2020-02-04,4,2,2020,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,56026
2020-02-05,5,2,2020,0,0,0,50000,110000,0,0,0,0,0,0,0,0,0,0,0,0,162027
2020-02-06,6,2,2020,0,0,0,0,101800,0,39994,0,0,0,0,0,0,0,0,0,0,143822
2020-02-07,7,2,2020,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,40000,0,62029
2020-02-08,8,2,2020,0,0,0,180000,0,0,20000,0,0,0,0,0,0,0,0,40000,0,242030
2020-02-09,9,2,2020,0,0,0,188000,0,0,28000,0,0,0,0,0,0,0,0,94000,0,312031
2020-02-10,10,2,2020,0,0,0,46000,60000,0,80000,0,0,0,0,141172,0,0,0,94000,0,423204
2020-02-11,11,2,2020,0,0,0,14000,66000,0,0,0,0,0,0,0,29850,0,0,0,0,111883
2020-02-12,12,2,2020,0,0,0,15000,100000,0,0,0,0,0,0,98956,0,0,0,18000,0,233990
2020-02-13,13,2,2020,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,0,172035
2020-02-14,14,2,2020,0,0,0,40000,20000,0,0,0,8370,0,0,214000,0,0,0,0,0,284406
2020-02-15,15,2,2020,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,84000,0,166037
2020-02-16,16,2,2020,0,0,0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,222038
2020-02-17,17,2,2020,0,0,0,0,70000,0,18000,0,0,0,0,0,0,0,0,0,0,90039
2020-02-18,18,2,2020,0,0,0,53000,74000,0,0,0,0,0,0,0,0,0,0,0,0,129040
2020-02-19,19,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041
2020-02-20,20,2,2020,20000,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,42042
2020-02-21,21,2,2020,0,0,0,0,100000,0,30000,0,0,0,0,0,47538,0,0,0,0,179581
2020-02-22,22,2,2020,0,0,0,0,50000,0,40000,0,0,0,0,0,0,0,0,38000,0,130044
2020-02-23,23,2,2020,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,32045
2020-02-24,24,2,2020,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,0,74046
2020-02-25,25,2,2020,0,0,0,54000,190000,0,79600,0,0,0,0,0,0,0,0,0,0,325647
2020-02-26,26,2,2020,0,0,0,0,40000,0,21432,0,0,0,0,0,0,0,0,0,0,63480
2020-02-27,27,2,2020,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,14049
2020-02-28,28,2,2020,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9050
2020-02-29,29,2,2020,0,0,0,90000,52000,0,0,0,0,0,0,0,0,0,0,0,0,144051
2020-03-01,1,3,2020,0,0,0,96000,80000,0,0,0,0,0,0,0,0,0,0,0,0,178024
2020-03-02,2,3,2020,0,0,0,0,0,0,45846,0,0,0,0,0,0,0,0,0,0,47871
2020-03-03,3,3,2020,0,0,0,0,0,0,41708,0,0,0,0,0,28486,0,0,0,0,72220
2020-03-04,4,3,2020,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,35027
2020-03-05,5,3,2020,50000,0,0,0,0,0,0,0,105886,0,0,0,0,0,0,0,0,157914
2020-03-06,6,3,2020,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,34029
2020-03-07,7,3,2020,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,32030
2020-03-08,8,3,2020,0,0,0,0,39000,0,0,0,0,0,0,0,0,0,0,0,0,41031
2020-03-09,9,3,2020,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,42032
2020-03-10,10,3,2020,0,0,0,51400,0,0,0,0,212438,0,0,0,0,0,0,0,0,265871
2020-03-11,11,3,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034
2020-03-12,12,3,2020,0,0,0,0,58000,0,0,0,0,0,0,0,0,0,0,0,0,60035
2020-03-13,13,3,2020,10000,0,0,40000,10000,0,0,0,67692,0,0,0,0,0,0,34000,0,163728
2020-03-14,14,3,2020,0,0,0,22000,56200,0,0,0,0,0,0,0,0,0,0,0,0,80237
2020-03-15,15,3,2020,0,0,0,46000,55400,0,0,0,0,0,0,0,0,0,0,0,0,103438
2020-03-16,16,3,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039
2020-03-17,17,3,2020,0,0,0,111000,0,0,0,0,0,0,0,0,0,0,0,0,0,113040
2020-03-18,18,3,2020,0,0,0,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,126041
2020-03-19,19,3,2020,0,0,0,160000,44000,0,20000,0,0,0,0,0,0,0,0,0,0,226042
2020-03-20,20,3,2020,0,0,0,80000,0,0,0,0,0,0,0,0,126840,0,0,0,0,208883
2020-03-21,21,3,2020,0,0,0,50000,0,50000,0,0,0,0,0,0,45510,0,0,0,0,147554
2020-03-22,22,3,2020,16000,0,46000,80000,30000,0,0,0,0,0,0,0,0,0,0,0,0,174045
2020-03-23,23,3,2020,6000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,28046
2020-03-24,24,3,2020,0,0,35000,59500,24000,0,0,0,0,0,0,66346,0,0,0,0,4000,190893
2020-03-25,25,3,2020,0,0,0,46000,14000,0,14124,0,0,0,0,0,49872,0,0,0,0,126044
2020-03-26,26,3,2020,0,0,0,0,0,0,22000,6000,0,0,0,0,0,0,0,0,0,30049
2020-03-27,27,3,2020,0,0,0,0,0,0,0,0,0,0,0,0,33798,0,0,0,0,35848
2020-03-28,28,3,2020,14000,0,0,116000,0,0,0,0,0,0,0,0,40810,0,0,0,0,172861
2020-03-29,29,3,2020,0,0,0,86000,0,0,0,0,0,0,0,0,74000,0,0,0,0,162052
2020-03-30,30,3,2020,0,0,0,68000,0,0,53366,0,0,0,0,0,137396,0,0,0,0,260815
2020-03-31,31,3,2020,0,0,0,130000,0,0,952,0,0,0,0,0,0,0,0,0,0,133006
2020-04-01,1,4,2020,0,0,0,56000,24000,0,59998,0,89154,0,0,0,0,0,0,0,20000,251177
2020-04-02,2,4,2020,0,0,0,60000,24000,0,20000,0,0,0,0,47930,0,0,0,0,0,153956
2020-04-03,3,4,2020,0,0,0,0,10000,0,20000,0,0,0,0,0,0,0,0,0,0,32027
2020-04-04,4,4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,18028
2020-04-05,5,4,2020,0,0,0,110000,10000,0,24000,0,0,0,0,0,0,0,0,30000,0,176029
2020-04-06,6,4,2020,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,52030
2020-04-07,7,4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031
2020-04-08,8,4,2020,0,0,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,40032
2020-04-09,9,4,2020,0,0,0,60000,0,0,26200,0,0,0,0,0,67610,0,0,0,0,155843
2020-04-10,10,4,2020,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,0,39034
2020-04-11,11,4,2020,0,0,0,18000,0,0,40000,0,0,0,0,0,0,0,0,0,0,60035
2020-04-12,12,4,2020,0,12698,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,59734
2020-04-13,13,4,2020,0,0,0,63800,0,0,0,0,0,0,0,0,14926,0,0,0,0,80763
2020-04-14,14,4,2020,0,0,0,153000,0,0,0,0,0,0,0,0,0,0,0,0,0,155038
2020-04-15,15,4,2020,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,62039
2020-04-16,16,4,2020,0,0,0,40000,30000,0,0,0,0,0,0,0,0,0,0,0,0,72040
2020-04-17,17,4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041
2020-04-18,18,4,2020,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,112042
2020-04-19,19,4,2020,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,32043
2020-04-20,20,4,2020,0,0,0,13000,40000,0,0,0,0,0,0,0,80142,0,0,0,0,135186
2020-04-21,21,4,2020,0,0,0,14000,20000,0,0,0,10000,0,0,207476,0,0,0,0,0,253521
2020-04-22,22,4,2020,0,0,0,20000,130000,0,16002,0,0,0,0,0,0,0,0,0,0,168048
2020-04-23,23,4,2020,0,0,0,0,10000,0,0,0,179180,0,0,0,20000,0,0,0,0,211227
2020-04-24,24,4,2020,0,0,0,0,52000,0,0,0,78168,0,0,0,90000,0,0,0,0,222216
2020-04-25,25,4,2020,0,0,0,140400,40000,0,0,0,0,0,0,0,0,0,0,0,0,182449
2020-04-26,26,4,2020,0,0,0,122000,50000,0,0,0,0,0,0,0,0,0,0,0,0,174050
2020-04-27,27,4,2020,0,0,0,0,54000,0,14000,0,0,0,0,0,40000,0,0,0,0,110051
2020-04-28,28,4,2020,0,0,0,40000,100000,0,38000,0,0,0,0,0,0,0,0,0,0,180052
2020-04-29,29,4,2020,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,162053
2020-04-30,30,4,2020,0,0,0,188000,0,0,0,0,0,0,0,0,0,0,0,0,0,190054
2020-05-01,1,5,2020,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,142026
2020-05-02,2,5,2020,0,0,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,78027
2020-05-03,3,5,2020,0,0,0,128000,0,0,40000,0,0,0,0,0,0,0,0,0,0,170028
2020-05-04,4,5,2020,0,0,0,120000,10000,0,0,0,0,0,0,0,0,0,0,0,0,132029
2020-05-05,5,5,2020,0,0,0,48000,94000,0,0,0,0,0,0,86384,0,0,0,0,0,230414
2020-05-06,6,5,2020,0,0,0,146800,40000,0,0,0,0,0,0,160002,0,0,0,0,0,348833
2020-05-07,7,5,2020,0,0,0,160000,0,0,30000,0,0,0,0,104552,0,0,0,0,0,296584
2020-05-08,8,5,2020,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,42033
2020-05-09,9,5,2020,0,0,0,50000,0,0,20000,0,0,0,0,0,0,0,0,0,0,72034
2020-05-10,10,5,2020,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,37035
2020-05-11,11,5,2020,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,42036
2020-05-12,12,5,2020,0,0,0,20000,30000,0,10000,0,0,0,0,0,0,0,0,0,0,62037
2020-05-13,13,5,2020,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,42038
2020-05-14,14,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039
2020-05-15,15,5,2020,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,26040
2020-05-16,16,5,2020,0,0,0,0,0,0,0,0,0,0,0,250136,47462,0,0,0,26886,326525
2020-05-17,17,5,2020,0,0,0,0,60000,0,0,0,0,0,0,200000,66446,0,0,0,0,328488
2020-05-18,18,5,2020,0,0,0,0,27000,0,0,0,94702,0,0,121654,200306,0,0,0,0,445705
2020-05-19,19,5,2020,0,0,0,0,0,0,0,0,102396,0,0,147740,0,0,0,0,0,252180
2020-05-20,20,5,2020,0,0,0,0,0,0,0,0,155822,0,0,28512,106450,0,0,0,0,292829
2020-05-21,21,5,2020,0,0,0,0,0,0,0,0,0,0,0,272940,89900,0,0,0,0,364886
2020-05-22,22,5,2020,0,0,0,0,0,0,0,0,86234,0,0,0,10000,0,0,0,0,98281
2020-05-23,23,5,2020,0,0,0,180000,0,0,0,0,210738,0,0,0,0,0,0,0,0,392786
2020-05-24,24,5,2020,0,0,0,126000,0,0,0,0,210738,0,0,0,0,0,0,0,0,338787
2020-05-25,25,5,2020,0,0,0,280000,0,0,8000,0,210738,0,0,0,0,0,0,0,0,500788
2020-05-26,26,5,2020,0,0,0,344000,190000,0,0,0,210738,0,0,0,0,0,0,0,0,746789
2020-05-27,27,5,2020,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,16000,0,108052
2020-05-28,28,5,2020,0,0,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,40053
2020-05-29,29,5,2020,0,0,0,52000,0,0,0,0,16626,0,0,101728,0,0,0,0,0,172408
2020-05-30,30,5,2020,0,0,0,0,0,0,0,0,16626,0,0,37980,0,0,0,0,0,56661
2020-05-31,31,5,2020,0,0,0,0,0,0,0,0,16626,0,0,0,0,0,0,0,0,18682
2020-06-01,1,6,2020,0,0,0,0,14000,0,0,0,185734,0,0,0,0,0,0,0,0,201761
2020-06-02,2,6,2020,0,0,0,80000,106000,0,0,0,25708,0,0,0,132874,0,0,0,0,346610
2020-06-03,3,6,2020,0,0,0,0,62000,0,0,0,160000,0,0,120306,11062,0,0,0,0,355397
2020-06-04,4,6,2020,0,0,0,0,0,0,0,0,186744,0,0,224772,0,0,0,0,0,413546
2020-06-05,5,6,2020,0,0,0,0,0,0,0,0,186714,0,0,178484,0,0,0,0,0,367229
2020-06-06,6,6,2020,0,0,0,0,28000,0,0,0,277546,0,0,182104,0,0,0,0,0,489682
2020-06-07,7,6,2020,0,0,0,0,0,0,0,0,202076,0,0,133640,0,0,0,0,0,337749
2020-06-08,8,6,2020,0,0,0,0,0,0,0,0,289656,0,0,252228,59998,0,0,0,0,603916
2020-06-09,9,6,2020,0,0,0,80000,110000,0,0,0,267246,0,0,234050,109118,0,0,0,0,802449
2020-06-10,10,6,2020,0,0,0,101400,2000,0,0,0,423606,0,0,290556,238010,0,0,0,0,1057608
2020-06-11,11,6,2020,0,0,0,0,0,0,0,0,381554,0,0,215702,232314,0,0,0,0,831607
2020-06-12,12,6,2020,0,0,0,0,0,0,0,0,168872,0,0,413876,82922,0,0,0,0,667708
2020-06-13,13,6,2020,0,0,0,0,0,0,0,0,53390,0,0,0,20000,0,0,0,0,75429
2020-06-14,14,6,2020,0,0,0,0,0,0,0,0,53390,0,0,0,20000,0,0,0,0,75430
2020-06-15,15,6,2020,0,0,0,0,0,0,0,0,53390,0,0,0,20000,0,0,0,0,75431
2020-06-16,16,6,2020,0,0,0,0,0,0,0,0,20976,0,0,0,133918,0,0,0,0,156936
2020-06-17,17,6,2020,0,0,0,0,0,0,10000,0,100692,0,0,0,20000,0,0,0,0,132735
2020-06-18,18,6,2020,0,0,0,0,0,0,0,0,258000,0,0,0,32664,0,0,0,0,292708
2020-06-19,19,6,2020,0,0,0,97000,0,0,18000,0,23682,0,0,18530,0,0,0,0,0,159257
2020-06-20,20,6,2020,0,0,0,80000,0,0,0,0,203886,0,0,0,41270,0,0,0,0,327202
2020-06-21,21,6,2020,0,0,0,0,0,0,0,0,203886,0,0,0,20000,0,0,0,0,225933
2020-06-22,22,6,2020,0,0,0,0,0,0,0,0,203886,0,0,0,20000,0,0,0,0,225934
2020-06-23,23,6,2020,0,0,0,91384,0,0,20000,0,101062,0,0,137548,37194,0,0,0,0,389237
2020-06-24,24,6,2020,0,0,0,60000,0,0,10000,0,218898,0,0,0,54680,0,0,0,0,345628
2020-06-25,25,6,2020,0,0,16000,0,0,0,0,0,236256,0,0,105280,70000,0,0,0,0,429587
2020-06-26,26,6,2020,0,0,0,0,0,0,0,0,228564,0,0,0,66292,0,0,0,0,296908
2020-06-27,27,6,2020,0,0,0,0,0,0,0,0,12024,0,0,0,0,0,0,0,0,14077
2020-06-28,28,6,2020,0,0,0,0,0,0,0,0,12024,0,0,0,0,0,0,0,0,14078
2020-06-29,29,6,2020,0,0,0,0,0,0,0,0,12024,0,0,0,0,0,0,0,0,14079
2020-06-30,30,6,2020,0,0,0,30000,0,0,40000,0,141594,0,0,0,20000,0,0,0,0,233650
2020-07-01,1,7,2020,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,6428
2020-07-02,2,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029
2020-07-03,3,7,2020,0,0,0,66000,10000,0,50000,0,0,0,0,0,0,0,0,0,26000,154030
2020-07-04,4,7,2020,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,74031
2020-07-05,5,7,2020,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,122032
2020-07-06,6,7,2020,0,0,0,0,0,0,126000,0,0,0,0,0,0,0,0,0,0,128033
2020-07-07,7,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034
2020-07-08,8,7,2020,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,42035
2020-07-09,9,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036
2020-07-10,10,7,2020,0,0,0,30000,0,0,0,0,44862,0,0,0,0,0,0,0,0,76899
2020-07-11,11,7,2020,0,0,0,0,104338,0,0,0,16000,0,0,107330,66414,0,0,0,0,296120
2020-07-12,12,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039
2020-07-13,13,7,2020,0,0,0,0,0,0,0,0,34142,0,0,0,75904,0,0,0,0,112086
2020-07-14,14,7,2020,0,0,0,80000,0,0,0,0,0,0,0,45248,0,0,0,0,0,127289
2020-07-15,15,7,2020,0,0,0,438200,0,0,0,0,0,0,0,0,0,0,0,0,0,440242
2020-07-16,16,7,2020,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,52043
2020-07-17,17,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044
2020-07-18,18,7,2020,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,82045
2020-07-19,19,7,2020,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,22046
2020-07-20,20,7,2020,0,0,0,204000,0,0,0,0,0,0,0,0,0,0,0,0,0,206047
2020-07-21,21,7,2020,0,0,0,80000,0,0,0,0,0,0,0,100298,80084,0,0,0,0,262430
2020-07-22,22,7,2020,0,0,0,28000,0,0,0,0,0,0,0,3956,0,0,0,0,0,34005
2020-07-23,23,7,2020,0,0,0,0,0,0,70000,0,11130,0,0,71052,140146,0,0,0,0,294378
2020-07-24,24,7,2020,0,0,0,0,0,0,60000,0,0,0,0,56244,37952,0,0,0,0,156247
2020-07-25,25,7,2020,0,0,0,0,0,0,0,0,0,0,0,74940,0,0,0,0,0,76992
2020-07-26,26,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2053
2020-07-27,27,7,2020,0,0,0,0,0,0,0,0,0,0,0,21438,0,0,0,0,0,23492
2020-07-28,28,7,2020,0,0,0,0,0,0,10000,0,0,0,0,97516,0,0,0,0,0,109571
2020-07-29,29,7,2020,0,0,0,0,51600,0,0,0,0,0,0,6330,0,0,0,0,0,59986
2020-07-30,30,7,2020,0,0,0,0,0,0,0,0,0,0,0,0,66416,0,0,0,0,68473
2020-07-31,31,7,2020,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,22058
2020-08-01,1,8,2020,143806,113420,24508,292452,489810,0,335730,0,0,0,0,0,0,0,0,297000,43988,1742743
2020-08-02,2,8,2020,142650,113420,24318,378612,466736,0,301602,0,0,0,0,0,0,0,0,297000,43988,1770356
2020-08-03,3,8,2020,143808,113420,0,475364,529408,0,340156,0,0,0,0,0,5692,0,0,297000,69136,1976015
2020-08-04,4,8,2020,131460,113420,3540,562072,512146,0,365246,0,0,0,0,0,0,0,0,336600,64190,2090706
2020-08-05,5,8,2020,142096,113420,25806,588808,456716,0,335948,0,0,0,0,0,0,0,0,394020,45254,2104101
2020-08-06,6,8,2020,144442,113420,0,520472,547818,0,348716,0,0,0,0,0,0,0,0,425700,67222,2169824
2020-08-07,7,8,2020,142542,113420,21216,579240,434714,0,378494,0,65760,0,0,0,140110,0,0,415800,45254,2338585
2020-08-08,8,8,2020,142542,112860,11574,490406,454450,0,306188,0,0,0,0,0,206078,0,0,356400,43662,2126196
